"","time","LT50raw","minLT50","dehardAmt","dehardAmtStress","mflnFraction","photoReqFraction","accAmt","vernDays","vernSaturation.vernReq","respiration","mfln.mflnFraction","temperature","daylength"
"57",57,-23.6513598490507,-23.5995095972862,-1.77488794434788,0,0.752936462226706,0.892930181451913,22.4262477933986,56,1,0,0.752936462226706,4.3,10.230967458619
"58",58,-23.6955198560714,-23.6513598490507,-1.77488956314594,0,0.762538135686743,0.912244033812991,22.4704094192174,57,1,0,0.762538135686743,7.1,10.1833977665504
"59",59,-23.722144759055,-23.6955198560714,-1.7748968486057,0,0.775506925472159,0.926605185192514,22.4970416076608,58,1,0,0.775506925472159,8.7,10.1361287120316
"60",60,-23.7401930358473,-23.722144759055,-1.77492753530362,0,0.789901380529527,0.937628308406673,22.5151205711509,59,1,0,0.789901380529527,5.8,10.089176481896
"61",61,-23.7675961186456,-23.7401930358473,-1.77497394153084,0,0.801473339358891,0.954164918622432,22.5425700601765,60,1,0,0.801473339358891,4.4,10.0425577968359
"62",62,-23.7966174543484,-23.7675961186456,-1.77505467021151,0,0.811220860830023,0.972901403463844,22.5716721245599,61,1,0,0.811220860830023,5.4,9.99628991670079
"63",63,-23.818999336165,-23.7966174543484,-1.77528438804246,0,0.822309639232696,0.989888561332281,22.5942837242075,62,1,0,0.822309639232696,5.7,9.9503906438748
"64",64,-23.837737257513,-23.818999336165,-1.77588740509883,0,0.833763393994545,1.00621201215082,22.6136246626118,63,1,0,0.833763393994545,4.4,9.90487832506498
"65",65,-23.8568988218426,-23.837737257513,-1.77695129919956,0,0.843510915465676,1.02461715826903,22.6338501210422,64,1,0,0.843510915465676,4.6,9.85977185116874
"66",66,-23.8718015871377,-23.8568988218426,-1.77938507775613,0,0.853543342013047,1.04259165480009,22.6511866648939,65,1,0,0.853543342013047,6.1,9.81509065548579
"67",67,-23.8765301374768,-23.8718015871377,-1.78735589284467,0,0.865460053188304,1.05777064136501,22.6638860303215,66,1,0,0.865460053188304,7.2,9.77085471000936
"68",68,-23.8600495041944,-23.8765301374768,-1.81383281432676,0,0.878526577768615,1.07064548378264,22.6738823185212,67,1,0,0.878526577768615,9.3,9.72708451999558
"69",69,-23.7526359435407,-23.8765301374768,-1.9279706115976,0,0.893388776421556,1.07929831919556,22.6806065551383,68,1,0,0.893388776421556,8.7,9.68380111575127
"70",70,-23.5220991478518,-23.8765301374768,-2.16863529174598,0,0.907783231478924,1.08894106386399,22.6907344395978,69,1,0,0.907783231478924,5,9.64102604256736
"71",71,-23.3781345485315,-23.8765301374768,-2.33210208960841,0,0.91835973556357,1.10564996532798,22.7102366381399,70,1,0,0.91835973556357,6.8,9.59878134840065
"72",72,-23.0615037694605,-23.8765301374768,-2.65940028710062,0,0.93102754680424,1.11878484231085,22.7209040565611,71,1,0,0.93102754680424,6.5,9.55708956857522
"73",73,-22.7245776561637,-23.8765301374768,-3.00326467894323,0,0.943382166196431,1.13238793501322,22.7278423351069,72,1,0,0.943382166196431,2.4,9.51597370809979
"74",74,-22.6097434068864,-23.8765301374768,-3.12399493035124,0,0.949694088787012,1.15272322734979,22.7337383372377,73,1,0,0.949694088787012,4.3,9.47545722126961
"75",75,-22.4085172904211,-23.8765301374768,-3.32846549328783,0,0.959295762247049,1.17019544959148,22.7369827837089,74,1,0,0.959295762247049,5.4,9.43556398861938
"76",76,-22.133166566556,-23.8765301374768,-3.60534471978798,0,0.970384540649723,1.1855729789152,22.738511286344,75,1,0,0.970384540649723,5.4,9.39631829029984
"77",77,-21.8556167347024,-23.8765301374768,-3.88363674421192,0,0.981473319052396,1.20083317219673,22.7392534789143,76,1,0,0.981473319052396,5.4,9.35774477733506
"78",78,-21.5770905072675,-23.8765301374768,-4.162514826417,0,0.99256209745507,1.21597753854024,22.7396053336845,77,1,0,0.99256209745507,3.8,9.31986843910482
"79",79,-21.39532228271,-23.8765301374768,-4.34447991566105,0,1.00139832860716,1.23387443593824,22.7398021983711,78,1,0,1.00139832860716,2.8,9.28271456811163
"80",80,-21.2566654878425,-23.8765301374768,-4.48326569647548,0,1.00849653945241,1.25320400176079,22.739931184318,79,1,0,1.00849653945241,0.4,9.24630872143639
"81",81,-21.1849898469751,-23.8765301374768,-4.55510810094404,0,1.00958943562727,1.27516682182811,22.7400979479192,79.9391497400647,1,0,1.00958943562727,-1.4,9.21067667901516
"82",82,-21.1415381850569,-23.8765301374768,-4.59875467268221,0,1.00958943562727,1.27516682182811,22.7402928577391,80.9391497400647,1,0,1.00958943562727,-1.2,9.17584439886941
"83",83,-21.0955958816751,-23.8765301374768,-4.64489221041452,0,1.00958943562727,1.27516682182811,22.7404880920897,81.3425840110046,1,0,1.00958943562727,-0.4,9.14183796962102
"84",84,-21.0381941524727,-23.8765301374768,-4.70248140313572,0,1.00958943562727,1.27516682182811,22.7406755556085,82.1629918541092,1,0,1.00958943562727,-0.3,9.10868355843756
"85",85,-20.9791786313746,-23.8765301374768,-4.76168670218387,0,1.00958943562727,1.27516682182811,22.7408653335585,83.0049238541092,1,0.0889054769400918,1.00958943562727,-0.1,9.07640735844771
"86",86,-20.8902731544345,-23.8765301374768,-4.76168670218387,-0.0889054769400918,1.00958943562727,1.27516682182811,22.7408653335585,83.882833774774,1,0.0958020199760341,1.00958943562727,0.1,9.04503553079234
"87",87,-20.7944711344585,-23.8765301374768,-4.76168670218387,-0.184707496916126,1.00986265967099,1.29711589611411,22.7408653335585,84.7893518067268,1,0.113354298418267,1.00986265967099,0.6,9.0145941456159
"88",88,-20.6811168360402,-23.8765301374768,-4.76168670218387,-0.298061795334393,1.01150200393329,1.31856181389221,22.7408653335585,85.7449494160845,1,0.106279632115203,1.01150200393329,0.4,8.98510911981265
"89",89,-20.574837203925,-23.8765301374768,-4.76168670218387,-0.404341427449596,1.01259490010815,1.34015551992112,22.7408653335585,86.6840991561491,1,0.0889054769400918,1.01259490010815,-0.1,8.95660615271992
"90",90,-20.4859317269849,-23.8765301374768,-4.76168670218387,-0.493246904389688,1.01259490010815,1.34015551992112,22.7408653335585,87.562009076814,1,0.120501495596244,1.01259490010815,0.8,8.92911065922843
"91",91,-20.3654302313887,-23.8765301374768,-4.76168670218387,-0.613748399985931,1.01478069245788,1.36126162945493,22.7408653335585,88.5306662811895,1,0.138691709779725,1.01478069245788,1.3,8.90264770117071
"92",92,-20.2267385216089,-23.8765301374768,-4.76168670218387,-0.752440109765657,1.01833260502618,1.38176151488676,22.7408653335585,89.5203436807375,1,0.106279632115203,1.01833260502618,0.4,8.87724191784859
"93",93,-20.1204588894937,-23.8765301374768,-4.76168670218387,-0.858719741880859,1.01942550120105,1.40319208316842,22.7408653335585,90.4594934208022,1,0.0992767606323858,1.01942550120105,0.2,8.85291745404402
"94",94,-20.0211821288614,-23.8765301374768,-4.76168670218387,-0.957996502513245,1.01997194928848,1.4247786492945,22.7408653335585,91.3781035086688,1,0.0753216422195944,1.01997194928848,-0.5,8.82969788809617
"95",95,-19.9458604866418,-23.8765301374768,-4.76168670218387,-1.03331814473284,1.01997194928848,1.4247786492945,22.7408653335585,92.1740341384322,1,0.0820789211016209,1.01997194928848,-0.3,8.80760616077317
"96",96,-19.8637815655401,-23.8765301374768,-4.76168670218387,-1.11539706583446,1.01997194928848,1.4247786492945,22.7408653335585,93.0159661384322,1,0.0854834951810278,1.01997194928848,-0.2,8.78666449904442
"97",97,-19.7782980703591,-23.8765301374768,-4.76168670218387,-1.20088056101549,1.01997194928848,1.4247786492945,22.7408653335585,93.8769441627912,1,0.0854834951810278,1.01997194928848,-0.2,8.766894341641
"98",98,-19.6928145751781,-23.8765301374768,-4.76168670218387,-1.28636405619652,1.01997194928848,1.4247786492945,22.7408653335585,94.7379221871503,1,0.0854834951810278,1.01997194928848,-0.2,8.7483162563377
"99",99,-19.6073310799971,-23.8765301374768,-4.76168670218387,-1.37184755137754,1.01997194928848,1.4247786492945,22.7408653335585,95.5989002115093,1,0.0620121103258068,1.01997194928848,-0.9,8.73094993465476
"100",100,-19.5453189696713,-23.8765301374768,-4.76168670218387,-1.43385966170335,1.01997194928848,1.4247786492945,22.7408653335585,96.2496883961249,1,0,1.01997194928848,-2.8,8.71481401966678
"101",101,-19.5159728946955,-23.8765301374768,-4.79126179268341,-1.43385966170335,1.01997194928848,1.4247786492945,22.7410943490822,97.2496883961249,1,0,1.01997194928848,-5.4,8.69992610772451
"102",102,-19.5162413676291,-23.8765301374768,-4.79126179268341,-1.43385966170335,1.01997194928848,1.4247786492945,22.7413628220159,98.2496883961249,1,0,1.01997194928848,-8.4,8.68630266633299
"103",103,-19.5165527738607,-23.8765301374768,-4.79126179268341,-1.43385966170335,1.01997194928848,1.4247786492945,22.7416742282475,99.2496883961249,1,0,1.01997194928848,-9.4,8.67395897348722
"104",104,-19.5168784658109,-23.8765301374768,-4.79126179268341,-1.43385966170335,1.01997194928848,1.4247786492945,22.7419999201976,100.249688396125,1,0,1.01997194928848,-10.2,8.66290905886226
"105",105,-19.5172155757656,-23.8765301374768,-4.79126179268341,-1.43385966170335,1.01997194928848,1.4247786492945,22.7423370301524,101.249688396125,1,0,1.01997194928848,-10.9,8.65316565036774
"106",106,-19.517562668533,-23.8765301374768,-4.79126179268341,-1.43385966170335,1.01997194928848,1.4247786492945,22.7426841229198,102.249688396125,1,0,1.01997194928848,-12.5,8.64474012381501
"107",107,-19.2363652323605,-23.8765301374768,-4.79126179268341,-1.71505709787587,1.01997194928848,1.4247786492945,22.7426841229198,103.249688396125,1,0,1.01997194928848,-13.4,8.63764245861107
"108",108,-18.7698726594003,-23.8765301374768,-4.79126179268341,-2.18154967083606,1.01997194928848,1.4247786492945,22.7426841229198,104.249688396125,1,0,1.01997194928848,-12.4,8.63188119735983
"109",109,-18.5041618163135,-23.8765301374768,-4.79126179268341,-2.44726051392288,1.01997194928848,1.4247786492945,22.7426841229198,105.249688396125,1,0,1.01997194928848,-15.5,8.62746341135767
"110",110,-17.0313357428705,-23.8765301374768,-4.79126179268341,-3.92008658736584,1.01997194928848,1.4247786492945,22.7426841229198,106.249688396125,1,0,1.01997194928848,-16.3,8.62439467231433
"111",111,-14.7834173721087,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.7426841229198,107.249688396125,1,0,1.01997194928848,-8.8,8.62267902890841
"112",112,-14.7837343685397,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.7430011193508,108.249688396125,1,0,1.01997194928848,-6,8.62231899049547
"113",113,-14.7840112604119,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.743278011223,109.249688396125,1,0,1.01997194928848,-6.1,8.62331551631292
"114",114,-14.7842895581309,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.743556308942,110.249688396125,1,0,1.01997194928848,-5,8.62566801203622
"115",115,-14.7845520908938,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.7438188417049,111.249688396125,1,0,1.01997194928848,-4.9,8.62937433123589
"116",116,-14.7848131702974,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.7440799211085,112.249688396125,1,0,1.01997194928848,-5.6,8.63443078491423
"117",117,-14.7850842416877,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.7443509924988,113.249688396125,1,0,1.01997194928848,-5.6,8.6408321561416
"118",118,-14.785355288964,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.7446220397751,114.249688396125,1,0,1.01997194928848,-4.7,8.6485717211167
"119",119,-14.7856134388214,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.7448801896325,115.249688396125,1,0,1.01997194928848,-5.5,8.65764127665096
"120",120,-14.7858830087751,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.7451497595862,116.249688396125,1,0,1.01997194928848,-4.9,8.66803117314974
"121",121,-14.7861439741567,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.7454107249678,117.249688396125,1,0,1.01997194928848,-4.3,8.67973035275936
"122",122,-14.786396337198,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.7456630880091,118.249688396125,1,0,1.01997194928848,-4.7,8.69272639340825
"123",123,-14.7866543988446,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.7459211496557,119.249688396125,1,0,1.01997194928848,-4.8,8.70700555708673
"124",124,-14.7869138683825,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.7461806191936,120.249688396125,1,0,1.01997194928848,-4.4,8.72255284296142
"125",125,-14.7871675972702,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.7464343480813,121.249688396125,1,0,1.01997194928848,-4.4,8.73935204413202
"126",126,-14.7874213050161,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.7466880558272,122.249688396125,1,0,1.01997194928848,-4.7,8.75738580849436
"127",127,-14.7876792798145,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.7469460306256,123.249688396125,1,0,1.01997194928848,-6.1,8.77663570238484
"128",128,-14.787957242623,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.7472239934341,124.249688396125,1,0,1.01997194928848,-6.9,8.79708227700657
"129",129,-14.7882466132189,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.7475133640301,125.249688396125,1,0,1.01997194928848,-7.1,8.81870513723956
"130",130,-14.7885388143269,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.747805565138,126.249688396125,1,0,1.01997194928848,-6.9,8.841483011908
"131",131,-14.7888281296378,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.7480948804489,127.249688396125,1,0,1.01997194928848,-7.1,8.86539382576942
"132",132,-14.7891202749199,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.748387025731,128.249688396125,1,0,1.01997194928848,-6.8,8.89041477163633
"133",133,-14.7894081063565,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.7486748571676,129.249688396125,1,0,1.01997194928848,-5.9,8.91652238395479
"134",134,-14.7896830543843,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.7489498051954,130.249688396125,1,0,1.01997194928848,-5.7,8.94369261119101
"135",135,-14.7899551208947,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.7492218717058,131.249688396125,1,0,1.01997194928848,-6.8,8.97190088881387
"136",136,-14.7902428733616,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.7495096241727,132.249688396125,1,0,1.01997194928848,-9.5,9.00112221042315
"137",137,-14.7905691565745,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.7498359073856,133.249688396125,1,0,1.01997194928848,-9,9.03133119894399
"138",138,-14.7908882651896,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.7501550160007,134.249688396125,1,0,1.01997194928848,-8,9.06250217477481
"139",139,-14.7911930626259,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.750459813437,135.249688396125,1,0,1.01997194928848,-7.3,9.09460922386911
"140",140,-14.7914878361268,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.7507545869379,136.249688396125,1,0,1.01997194928848,-7.2,9.12762626012166
"141",141,-14.7917811535643,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.7510479043754,137.249688396125,1,0,1.01997194928848,-5.5,9.16152709205945
"142",142,-14.7920501777457,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.7513169285568,138.249688396125,1,0,1.01997194928848,-4.5,9.19628550337421
"143",143,-14.7923049058789,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.75157165669,139.249688396125,1,0,1.01997194928848,-3,9.23187523272302
"144",144,-14.7925382060973,-23.8765301374768,-4.79126179268341,-6.16800495812768,1.01997194928848,1.4247786492945,22.7518049569084,140.249688396125,1,0,1.01997194928848,-1,9.26827013631662
"145",145,-14.7439736674895,-23.8765301374768,-4.84003107370065,-6.16800495812768,1.01997194928848,1.4247786492945,22.7520096993178,140.842920878169,1,0,1.01997194928848,-0.7,9.30544417043527
"146",146,-14.691179317717,-23.8765301374768,-4.89302908787619,-6.16800495812768,1.01997194928848,1.4247786492945,22.7522133637209,141.578231106034,1,0,1.01997194928848,-0.7,9.34337145798736
"147",147,-14.6383884498924,-23.8765301374768,-4.94602710205174,-6.16800495812768,1.01997194928848,1.4247786492945,22.7524205100718,142.313541333899,1,0,1.01997194928848,-1.3,9.38202633354399
"148",148,-14.5937331450768,-23.8765301374768,-4.99090203113832,-6.16800495812768,1.01997194928848,1.4247786492945,22.7526401343428,143.313541333899,1,0,1.01997194928848,-2.1,9.42138338625431
"149",149,-14.5580346912206,-23.8765301374768,-5.02683534286736,-6.16800495812768,1.01997194928848,1.4247786492945,22.7528749922157,144.313541333899,1,0,1.01997194928848,-3.6,9.46141749872102
"150",150,-14.5582951945398,-23.8765301374768,-5.02683534286736,-6.16800495812768,1.01997194928848,1.4247786492945,22.7531354955348,145.313541333899,1,0,1.01997194928848,-4.7,9.5021038836903
